track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
6xoKWTiw0jVO3IvEKLxMSs,['Oklou'],Galore,god's chariots,36,183506,0,0.672,0.476,0,-14.645,0,0.0864,0.929,0.812,0.136,0.0491,94.263,4,club,0.39903333333333335
3iYknzsuP2M4ggDyCthGTg,['Germaine Franco'],Encanto (Original Motion Picture Soundtrack),Antonio's Voice,52,134786,0,0.424,0.321,7,-11.358,1,0.0613,0.501,0.601,0.106,0.213,108.063,4,disney,0.3193333333333333
4JkmGj1wWn6TjZqXGwRkaZ,['Impetigo'],Ultimo Mondo Cannibale,Who's Fucking Who,16,88480,0,0.239,0.989,8,-4.735,1,0.2,3.31e-05,0.182,0.076,0.42,164.244,4,grindcore,0.5493333333333333
76d4T3jql30UhXtvdoSgOO,"['Francisco Canaro', 'Roberto Maida']",La Milonga de Buenos Aires,Milonga Brava,16,159560,0,0.749,0.399,4,-9.51,0,0.0731,0.934,0.912,0.108,0.829,108.921,4,tango,0.659
6pAIDhDoB7k4bOsxbQjycO,"['Plastikman', 'Joris Voorn']",Global Underground #43: Joris Voorn - Rotterdam (DJ Mix),Disconnect - (Joris Voorn Edit) [Mixed],14,45360,0,0.785,0.399,1,-14.088,1,0.0454,0.328,0.888,0.124,0.332,126.984,4,detroit-techno,0.5053333333333334
1kNq9snS5B7Dju47zvK1ub,"[""Lil' Kim"", ""Lil' Cease""]",Rap Geek,Crush On You - Remix,0,275946,1,0.766,0.693,11,-7.832,0,0.272,0.281,0.0,0.123,0.771,88.837,4,alternative,0.7433333333333333
3QuVj43fZm4HCOqkxvXFDf,['OSAMU SATO'],LSD REVAMPED,Long Tall Eyelash 2018,13,341893,0,0.568,0.913,7,-8.57,1,0.0439,0.0179,0.715,0.104,0.676,159.985,4,idm,0.719
1pTw2cNrp9L3esxLAvWnN2,['Journey'],Frontiers,Separate Ways (Worlds Apart),62,323666,0,0.467,0.943,0,-5.626,1,0.0576,0.0189,4.51e-06,0.216,0.453,131.536,4,hard-rock,0.621
4U6MtSRFua5nFhPI1fYUwx,['Kyson'],Lucky Notes,Movement Schedule,0,130909,0,0.31,0.229,11,-14.422,1,0.0343,0.982,0.689,0.112,0.2,121.178,4,idm,0.24633333333333338
6nbgtMncsVVZEXR3XloCaB,['Alison Krauss & Union Station'],Live,"Every Time You Say Goodbye - Live From The Louisville Palace, Kentucky / 2002",27,184893,0,0.479,0.652,4,-9.869,1,0.0422,0.188,1.98e-05,0.947,0.78,107.161,4,bluegrass,0.637
3BLWGYOcy1svvsBByeFxLh,['John Legend'],LEGEND,Wonder Woman,71,168562,0,0.628,0.476,0,-4.947,1,0.0352,0.417,0.0,0.121,0.336,147.915,4,soul,0.48000000000000004
4gTZWsT8cXlU2e19DIA16X,['Dan Cummins'],Get Outta Here; Devil!,Prune That Family Tree Right at the Stump,23,273581,1,0.595,0.613,11,-12.902,0,0.959,0.688,0.0,0.728,0.705,79.132,4,comedy,0.6376666666666666
4SGCk2NRPEueHeupJiIdy4,['Papa Khan'],Rain,Rain,41,174283,0,0.516,0.734,9,-5.59,0,0.0496,0.0076,0.000136,0.088,0.0386,75.012,4,dubstep,0.4295333333333333
3eWGXDRk1SH0tyWFWReRpm,['Pr. Lucas'],Ostras Feridas,Ostras Feridas,45,296936,0,0.526,0.534,4,-7.226,1,0.0295,0.165,0.0,0.118,0.302,121.966,4,brazil,0.454
4dmi1lvmEBPT5lWB3NSN2s,['PASSEPIED'],&DNA,ヨアケマエ,23,247423,0,0.562,0.753,1,-2.832,1,0.0295,0.000879,0.000151,0.248,0.333,137.973,4,j-idol,0.5493333333333333
3HHNr1SGtwGG6XKHkvHVJb,"['Clean Bandit', 'A7S']",Hit After Hit,Everything but You,0,198014,0,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,edm,0.638
07AndHYLqSYcdiBuRyXfxm,['Official HIGE DANdism'],One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE),Fire Ground - LIVE,20,269413,0,0.491,0.962,3,-5.124,0,0.113,0.00347,0.0,0.0871,0.463,116.935,4,anime,0.6386666666666666
4wvrMJx6Y1Vc5ZZ2KR518W,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",New RnB,Skate,0,203122,0,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,pop,0.668
6oTwOCKqIGCSHsO5KJit9V,['Axero'],Energetic Takeoff EDM,Breeze,0,289090,0,0.514,0.802,9,-7.21,0,0.0313,0.0416,0.522,0.106,0.295,176.088,4,deep-house,0.537
5IUGggKb1vh11R6hE0rPpm,"['Janelle Monáe', 'Zoë Kravitz']",The State of Pop,Screwed,0,302491,1,0.729,0.681,8,-7.582,0,0.0405,0.0442,0.000242,0.27,0.444,106.011,4,alternative,0.618
4OxrGEF0JsKT9HbOvMfepa,['Great Good Fine Ok'],Great Good Five Ok,Progress,44,187713,0,0.932,0.547,5,-5.456,1,0.149,0.0218,0.0,0.207,0.863,116.007,4,synth-pop,0.7806666666666667
2RptW23aeQgXZy3t6iv7fE,"['Baby Rasta & Gringo', 'DJ Nelson']",Sweet Dreams,En La Disco,33,196906,0,0.913,0.746,6,-9.42,0,0.171,0.0523,0.00113,0.224,0.838,95.027,4,salsa,0.8323333333333333
4L6hCEc9xFf01U4d66JzK0,['Armaan Malik'],Tu/You - Spotify Singles,Tu / You,71,142511,0,0.717,0.471,9,-7.971,1,0.0348,0.792,1.24e-06,0.327,0.426,110.026,4,pop,0.5379999999999999
0Npw8kETzhGtLUobZaBr5u,['Teena Marie'],Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Lead Me On - From ""Top Gun"" Original Soundtrack",47,227600,0,0.673,0.804,6,-7.745,1,0.035,0.435,0.0,0.0759,0.961,132.907,4,disco,0.8126666666666668
1QBDI0pYOFgskhDI0C7tKh,"['Wolfgang Amadeus Mozart', 'Danielle Laval']",Mozart - Inspiring Classics,"8 Variations on ‘Ein Weib ist das herrlichste Ding’ by B. Schack in F, K.613: 4. Variation III",1,94438,0,0.215,0.0904,5,-22.501,1,0.0448,0.992,0.892,0.123,0.465,111.983,5,classical,0.2568
2M1EWNXyKRnWHuoU2hk7Rq,['Soda Stereo'],Nada Personal (Remastered),Observándonos (Satélites) - Remasterizado 2007,40,186880,0,0.618,0.898,9,-4.289,1,0.0408,0.284,0.000317,0.148,0.712,137.887,4,ska,0.7426666666666666
6jKpXbQ5PxenIvYXp1l7vI,"['George Frideric Handel', 'Boston Pops Orchestra', 'Arthur Fiedler']",Weihnachten Klassik 2022,Messiah Hwv 56: Hallelujah (Part 2),0,246160,0,0.458,0.314,2,-11.769,1,0.0263,0.913,0.968,0.15,0.382,99.377,4,german,0.38466666666666666
3dJj6o9o1fRgrojWjailuz,['Linkin Park'],One More Light,Nobody Can Save Me,61,225546,0,0.645,0.688,11,-4.749,1,0.0341,0.0107,0.0,0.186,0.433,139.957,4,grunge,0.5886666666666667
1yN0B3g5oJsSdRwUdNRXqH,['Jay Chou'],霍元甲,霍元甲,48,276320,0,0.597,0.915,2,-3.842,1,0.0464,0.0674,3.92e-05,0.101,0.683,97.987,4,mandopop,0.7316666666666668
7zo05whm8LBnnt1dG979ov,"['Wolfgang Amadeus Mozart', 'Wiener Mozart Ensemble', 'Willi Boskovsky']",Mozart - A Classical Dawn,"Six German Dances, K.571: No. 5 in B Flat Major",3,92000,0,0.539,0.158,10,-15.544,1,0.0356,0.976,0.498,0.151,0.685,88.18,3,classical,0.4606666666666667
3m0vZCNkGxG1TCbqWwoBXf,['Håkan Hellström'],Håkan Boma Ye! (Live),Känn ingen sorg för mig Göteborg (Live),31,279133,0,0.204,0.935,0,-4.181,1,0.0781,0.0105,0.0182,0.899,0.219,121.365,4,goth,0.4526666666666667
2NjqrHNV2jedO8CKw3ABgZ,"['HUGEL', 'Benjamin Ingrosso']",Black & Blue,Black & Blue,52,148500,0,0.695,0.819,10,-5.519,0,0.0373,0.00902,4.98e-06,0.42,0.423,120.021,4,deep-house,0.6456666666666666
056ahzShcSM3Q5PZr8TSlF,['Ashbury Heights'],The Looking Glass Society,The Number 22,20,273773,0,0.55,0.815,8,-6.857,0,0.0438,0.0117,0.491,0.175,0.409,118.02,4,industrial,0.5913333333333334
20Q0qLW27rm9Pq2pO1bwzK,"['R3HAB', 'Headhunterz']",Won't Stop Rocking,Won't Stop Rocking,54,187500,0,0.593,0.869,7,-3.454,0,0.0575,0.0945,0.00428,0.184,0.173,128.003,4,progressive-house,0.545
4d8VxP4A2pzIKravl7ymLR,['Celtic Woman'],Celebration,Teir Abhaile Riu,52,246880,0,0.528,0.46,5,-10.564,0,0.0499,0.821,0.0,0.0547,0.708,124.704,4,opera,0.5653333333333334
45DuBoFFZQFmSc1I4ZbirR,"['Sean Paul', 'Dua Lipa']",Weekend Baby,No Lie,0,221176,0,0.742,0.883,7,-2.862,1,0.118,0.0468,0.0,0.206,0.464,102.044,4,dancehall,0.6963333333333334
3uJnYKR844kT7MLpm0cquz,"['Darren Styles', 'Da Tweekaz']",The Qontinent 2017,Us Against The World (Da Tweekaz Remix),57,222400,0,0.478,0.878,1,-3.431,0,0.0403,0.0431,1.93e-05,0.0719,0.289,149.671,4,happy,0.5483333333333332
0Dq9fMtiubl73UQCiKRYi8,['Daniel Deluxe'],Ghostrunner (Original Soundtrack),The Orb,38,121919,0,0.512,0.947,4,-8.508,1,0.0529,0.318,0.841,0.785,0.746,126.012,4,club,0.735
5Zhm8qMnDwXR3soSSurN8T,"['Mike Perry', 'Tessa']",Stay Young,Stay Young,62,157004,0,0.576,0.711,5,-4.826,1,0.0404,0.0748,0.0,0.226,0.556,89.988,4,house,0.6143333333333333
2Kzbsf8hTuOPinmBBgZ4n5,['Sujatha'],Nuvvu Vasthavani,Neeva Devunive,27,79725,0,0.387,0.408,7,-7.751,0,0.0505,0.627,0.0,0.262,0.555,170.419,1,malay,0.45
52sFhFKlOwedbsQZh6tZKQ,['Jürgen Drews'],Das ultimative Jubiläums-Best-Of,Was einmal war das kommt nie wieder,31,190640,0,0.623,0.972,5,-2.391,1,0.0424,0.0275,0.0,0.314,0.665,130.013,4,party,0.7533333333333333
3dJjsWCy6ZwMfw5NbD226G,"['Wisin & Yandel', 'Anthony Santos']",Reggeaton Imperdible,Noche De Sexo,1,205773,1,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,reggaeton,0.647
6rPO02ozF3bM7NnOV4h6s2,"['Luis Fonsi', 'Daddy Yankee', 'Justin Bieber']",Despacito Feat. Justin Bieber (Remix),Despacito - Remix,72,228826,0,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,4,latin,0.7616666666666666
3VCgYMoLf09TOFrZZxRaLU,"['Modeselektor', 'Thom Yorke']",Monkeytown,Shipwreck,45,372840,0,0.629,0.709,4,-12.17,0,0.0797,0.0216,0.766,0.111,0.443,156.038,4,minimal-techno,0.5936666666666667
29FY3VgcPOAMw8e9zvE0Nc,"['Paulo Novaes', 'Tiago Nacarato']",Minha Cabeça,A Pessoa Que Você Mais Ama,38,194120,0,0.483,0.362,7,-10.766,1,0.0519,0.505,0.0,0.113,0.678,105.241,4,mpb,0.5076666666666667
6FvZIDTCtmWC4KERBlLQ5f,['Babasónicos'],tardes tranqui,Como Eran Las Cosas,0,242520,0,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,4,rock,0.571
2baEFuU0gQon0hgVRioI1o,['The Beatles'],Please Please Me (Remastered),Anna (Go To Him) - Remastered 2009,57,177133,0,0.608,0.565,2,-11.06,1,0.0336,0.635,0.0,0.0601,0.835,109.286,4,british,0.6693333333333333
1Ds58cpyJzL0YTKk02vh1C,['Cannibal Corpse'],Evisceration Plague,Evisceration Plague,52,270920,0,0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,4,death-metal,0.5093333333333333
2agBuyTLCHxi0VvsBlueRw,['22Gz'],Drillin' & Rappin',Fallen Blixkys,1,134137,1,0.888,0.566,2,-5.136,1,0.403,0.13,0.0,0.121,0.488,142.974,4,r-n-b,0.6473333333333333
5OGpsZeJRZ3t3MZioawcZW,['The Civil Wars'],Alternative Christmas 2022,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0.285
0rVnpRpBuMisTsleTfccD4,"[""Los Baby's""]",20 Éxitos de Oro,Me Piden,33,166440,0,0.647,0.432,3,-11.805,1,0.0314,0.304,0.0,0.558,0.444,105.435,3,rock-n-roll,0.5076666666666666
3yPJHSHFMrD7T1DjPXpvyT,['Glee Cast'],"Glee: The Music, The Complete Season Three",Saving All My Love For You (Glee Cast Version),36,231333,0,0.55,0.432,5,-7.121,1,0.0341,0.788,0.000215,0.105,0.401,197.547,3,club,0.461
1D643xL28RupQU5Ze9sH8P,"['DVBBS', 'Kideko', 'Haj']",Ride Or Die,Ride Or Die,59,150622,0,0.875,0.727,10,-5.856,0,0.284,0.245,0.217,0.0639,0.302,124.028,4,electronic,0.6346666666666666
3TwC09BN2qAhZEam8Rclky,['Ryan Montbleau'],Live at Life is good,75 and Sunny,35,448386,0,0.538,0.641,9,-9.107,1,0.0328,0.301,0.000513,0.367,0.51,109.462,4,j-rock,0.5630000000000001
4TuolvR6umOx58y53a9Vak,['Feine Sahne Fischfilet'],Sturm & Dreck,Ich mag kein Alkohol,37,215718,0,0.406,0.966,2,-3.515,0,0.0768,0.00113,0.0,0.0714,0.497,171.966,4,german,0.6229999999999999
6L9vUQRiVybGvtAatCdRhw,['eli.'],the way we used to love.,worthless,58,270240,1,0.675,0.53,9,-4.196,1,0.0385,0.016,0.0,0.111,0.0832,124.991,4,emo,0.4294
6A3o6Gv6WIawvtBX6W4rsP,"['Dither', 'Deadly Guns']",Pussy Lounge 2019,Playing With Fire,9,166736,0,0.66,0.981,5,-1.369,0,0.0615,0.0195,5.78e-05,0.356,0.123,95.066,4,idm,0.588
7FCZhkhzEUVNUAlGauNKIe,['Starley'],Lovers + Strangers,Lovers + Strangers,44,178500,0,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214,4,deep-house,0.665
4Yo8NjfdMJNhaVP1RqDjR2,['Валерий Агафонов'],Ещё не раз вы вспомните меня,Признание,0,190453,0,0.384,0.0735,3,-20.411,0,0.0992,0.986,0.00254,0.0957,0.305,86.364,3,romance,0.25416666666666665
33CYBlwPouOP0CeLStTY3C,['Big Jay Oakerson'],An American Storyteller,It's All in How You Look at It,24,172533,1,0.422,0.916,1,-6.589,1,0.881,0.869,0.0,0.906,0.497,79.373,4,comedy,0.6116666666666667
7vCtRoVwJDKyP6o7PT1s0I,['ABBA'],GOD JUL,Little Things,0,188320,0,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,4,swedish,0.4673333333333334
5jZdUmR7UmVsw9XkEsPGZF,['Tiësto'],Hit After Hit,The Business,0,164000,0,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,house,0.551
46ydq5g3k17iLJs3qMDvO6,['Astrid S'],Astrid S,Hurts So Good,69,208728,0,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4,house,0.5539999999999999
3d4oqD3MLxGgmYcKwDcnES,['Matanza'],A Arte do Insulto,A Arte do Insulto,44,110986,0,0.295,0.96,0,-3.357,1,0.105,5e-05,0.0,0.416,0.835,178.374,4,hard-rock,0.6966666666666667
7dl6sU2RWIcTVOSa3E2VBW,"['Ponto De Equilíbrio', 'Tati Portella']",Mais Amor,Mais Amor,45,165789,0,0.714,0.701,2,-4.643,1,0.0494,0.503,8.68e-06,0.122,0.6,152.026,4,brazil,0.6716666666666667
4o3XxiQ9BljY4OU38zanC0,['Mokita'],colorblind,colorblind,70,193976,0,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,electro,0.5356666666666666
4VEEDnEFLI9dUy5QA51rom,"['Foster', 'Sody', 'Sarcastic Sounds']",fools (can't help falling in love) (feat. Sody),fools (can't help falling in love) (feat. Sody),68,165029,1,0.706,0.604,2,-6.932,1,0.303,0.418,0.0,0.242,0.361,82.03,4,sad,0.557
28KP8lbtGfKuNlPhlhxwWn,['Cooltime Kids'],Kids Songs: Silly Songs!,On Top Of Spaghetti,14,136333,0,0.477,0.528,9,-8.81,1,0.0316,0.852,1.56e-05,0.476,0.8,174.499,3,kids,0.6016666666666667
6D6WkoEoY59Y6vV2e4y1NA,"['Ed Solo', 'MC Spyda']",Soundsystem Entertainer,Soundsystem Entertainer - Original Mix,16,248228,0,0.648,0.955,2,-3.471,1,0.0604,3.07e-05,0.000391,0.058,0.871,175.003,4,breakbeat,0.8246666666666668
3CIOopLwvyMvXk97ZEksKO,['Motörhead'],Ace of Spades (Expanded Edition),Ace of Spades,32,168320,0,0.322,0.991,6,-4.453,1,0.213,0.00313,0.0035,0.0708,0.198,140.221,4,metal,0.5036666666666666
4EAJpL69BNHitVKbebzScl,['Silvia Infantas Y Los Condores'],Chile Tipico Vol.4 Rio Rio,Los Lagos De Chile,42,123733,0,0.733,0.612,0,-8.517,1,0.0487,0.693,0.0,0.435,0.801,117.132,3,folk,0.7153333333333333
70EAPHQagNqQz3Do73iMh6,['Don Omar'],Feliz Cumpleaños con Perreo,Salió El Sol,1,317280,0,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,reggaeton,0.8529999999999999
2wwSQbfTJUqNqDch31XUpW,"['SLANDER', 'Fairlane', 'Jonathan Mendelsohn']",Hurts Sometimes (with Jonathan Mendelsohn),Hurts Sometimes (with Jonathan Mendelsohn),51,225882,1,0.249,0.732,1,-6.455,1,0.104,0.182,0.0,0.117,0.328,169.896,4,dubstep,0.4363333333333333
02ocZZctcFyYofzlaYObDr,['Mark D. Pencil'],Social Skills Songs!,Clean Up Robot (Short Version),14,110533,0,0.871,0.793,6,-8.899,0,0.146,0.00873,0.000811,0.201,0.934,150.014,4,kids,0.8660000000000001
44oL4Cwc1jkTxLH5kwHe1a,"['Dabin', 'Lexi Norton']",Wild Youth,In Flames,44,204782,0,0.48,0.73,5,-4.352,0,0.0366,0.00841,0.0,0.103,0.295,91.988,4,dubstep,0.5016666666666666
0mhMSxIx2XnXCF7PDLjUGG,"['Ty Dolla $ign', 'Lil Wayne', 'The-Dream']",Rap Ice,Love U Better,0,181872,0,0.627,0.562,10,-6.268,0,0.0364,0.0628,0.0,0.31,0.389,95.054,4,dance,0.526
5RXH5yGp6PPMdNw6P65g8e,"['Krafty Kuts', 'Dynamite MC']",Masterplan EP,Masterplan (feat. Dynamite MC),14,159272,0,0.825,0.89,8,-1.508,1,0.226,0.094,0.0,0.0712,0.966,110.048,4,breakbeat,0.8936666666666667
567h66xwutP4POoTUCCuua,['RÜFÜS DU SOL'],"#Multiverse, If the Multiverse Is Real",On My Knees,0,261001,0,0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044,4,electro,0.5146666666666667
2WdqL8OHTKV7NA9zfeTsFq,['Andrea Bocelli'],En la nada,El Abeto,0,257680,0,0.358,0.233,5,-10.632,1,0.0305,0.884,2.8e-06,0.0838,0.167,82.938,3,classical,0.25266666666666665
7ckfO3Cerf6OsNgdHBqf1b,['Daniel Di Angelo'],Drive You Insane,Drive You Insane,55,212062,1,0.732,0.492,7,-7.672,0,0.0545,0.488,1.66e-05,0.102,0.225,119.904,4,soul,0.48300000000000004
0EB5fgdGQXZOiOMdRhKeCZ,"['Hairitage', 'Rico Act']",Triumph EP,40 Cal,61,200071,1,0.613,0.933,11,-2.29,1,0.297,0.00679,1.75e-06,0.346,0.357,75.005,4,dubstep,0.6343333333333333
2WkZMfC3eTYciJrhXD7vQb,['Joey Yung'],Hopelessly Romantic Collection,黃色大門,36,226133,0,0.71,0.191,3,-13.045,1,0.0366,0.918,2.78e-05,0.107,0.269,112.049,4,cantopop,0.38999999999999996
1wQ5iwSpQYl4Kp5JLYlz6o,"['Woesum', 'Oklou']",Blue Summer,Empty Lightning,42,129548,0,0.801,0.651,11,-5.879,1,0.0344,0.574,0.000242,0.0985,0.58,113.02,4,club,0.6773333333333333
4GroumsjzAcgCwJzTGY7px,['Bonobo'],Migration,Ontario,40,232549,0,0.54,0.461,10,-9.427,0,0.0341,0.236,0.531,0.0865,0.107,89.995,4,trip-hop,0.36933333333333335
1NFeTpNJR8TDP4UzpAix6X,['Blind Melon'],Hits Pop Rock 90's,No Rain,1,217200,0,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,alternative,0.498
4R2kmU6XEfwkaLjrEIIerU,['Divya Kumar'],Dsp Musical Hits,"Raavana (From ""Jai Lava Kusa"")",37,258122,0,0.597,0.892,4,-5.121,0,0.0492,0.145,9.24e-05,0.118,0.634,80.009,4,folk,0.7076666666666666
00ksbuvA6JJ49pthpV1ZRI,['Veegas'],Lubię jeansy (Radio Edit),Lubię jeansy - Radio Edit,29,241659,0,0.787,0.937,11,-5.601,1,0.0694,0.0618,0.0,0.338,0.93,134.023,4,disco,0.8846666666666668
5aAjcWycNzzlnnwRB8z0zL,['Cupido'],Memories,Memories,40,166601,0,0.733,0.58,11,-7.393,1,0.0302,0.299,0.0,0.0982,0.314,102.976,4,deep-house,0.5423333333333333
15B100wqf0z7vAnpiUN4MB,['Vitor Fernandes'],Piseiro Atualizado,Vou te Amar,54,182844,0,0.596,0.66,9,-5.333,0,0.0391,0.0533,0.00562,0.134,0.578,174.09,4,forro,0.6113333333333334
0VO8gYVDSwM1Qdd2GsMoYK,"['Swedish House Mafia', 'The Weeknd']",Paradise Again,Moth To A Flame (with The Weeknd),83,234000,0,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,electro,0.43900000000000006
4CppdAJG5buU2xqaDmTVkf,"['Nana Mouskouri', 'Alain Goraguer Et Son Orchestre']",Nana (Originale),Lied der Freiheit,22,240413,0,0.252,0.297,1,-12.543,1,0.0406,0.958,0.000202,0.135,0.172,104.224,4,opera,0.2403333333333333
0iArjUPsvxGaap0XEQBH9B,['BOØWY'],"""GIGS"" CASE OF BOφWY COMPLETE (Live From ""Gigs"" Case Of Boowy / 1987)","MORAL - FROM ""GIGS"" CASE OF BOOWY",35,154146,0,0.283,0.996,4,-3.731,1,0.152,0.0125,0.00998,0.367,0.439,174.394,4,rockabilly,0.5726666666666667
6LKJwN8aF3uYod3JUPXjQR,"['Feint', 'Boyinaband', 'Veela']",Monstercat - Best of DnB & Drumstep Vol. 1,Time Bomb,52,211644,0,0.337,0.811,11,-4.925,1,0.0339,0.000483,0.0213,0.182,0.227,175.014,4,dub,0.4583333333333334
4iOeNGGUNms7gNViydA70S,['Faye Wong'],天空,棋子,50,286946,0,0.455,0.304,1,-12.719,0,0.0306,0.83,3.62e-05,0.175,0.233,131.842,3,mandopop,0.33066666666666666
3O3W2hZSSUDI8zst9u42MP,['Gloria'],(Re)Nascido,A Arte de Fazer Inimigos,34,177546,1,0.566,0.964,7,-2.507,1,0.117,0.000532,0.0,0.312,0.571,140.022,4,hard-rock,0.7003333333333334
1fegrYOHE2jFp9V91uCAKs,['Lara Liang'],電視劇《你微笑時很美》影視原聲帶,第一默契 - 独唱版,29,207500,0,0.717,0.49,8,-5.35,1,0.0277,0.85,0.0,0.102,0.633,95.993,4,mandopop,0.6133333333333333
14nCmHYgynAWAvOrB1vvOI,['Anupam Roy'],Ghare & Baire (Original Motion Picture Soundtrack),Hridoyer Rong,40,219585,0,0.609,0.669,6,-7.662,1,0.0581,0.628,8.45e-05,0.16,0.499,80.943,4,indie-pop,0.5923333333333334
37i4ehp6JPOenvQQEcoYv7,['Daddy Yankee'],Noche de Halloween Latino,Shaky Shaky,3,234320,0,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,reggaeton,0.7993333333333332
0nAmCWd2ARmgHu6aWAERh2,['voXXclub'],Wieder Dahoam,A Jeder,34,188746,0,0.785,0.858,0,-4.616,1,0.126,0.0333,0.0,0.264,0.682,138.026,4,party,0.775
188hS38eydh94oO6rjiB81,['Diogo Nogueira'],Flor de Caña,Flor de Caña,49,221669,0,0.519,0.743,9,-7.7,1,0.122,0.416,0.0,0.0853,0.778,185.842,4,pagode,0.68
0yMslav5hB6eQBgpeIWZqJ,['Technikore'],Without Me,Without Me - Extended Mix,15,340363,1,0.581,0.895,6,-2.289,1,0.0516,0.00196,0.709,0.101,0.383,164.992,4,happy,0.6196666666666667
15SJMsBLp7GR8FH9WvamuG,['Boreal Embla'],Mellow,Mellow,64,213978,0,0.0611,0.00543,4,-36.803,1,0.0535,0.945,0.739,0.11,0.0871,71.876,5,sleep,0.05121
3MrRksHupTVEQ7YbA0FsZK,['Europe'],The Final Countdown (Expanded Edition),The Final Countdown,78,310333,0,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4,swedish,0.5199999999999999
0NRihvQ9nO5evfhSFilEJE,"['Reality Test', 'Shanti People']",Shiva Bhole,Shiva Bhole,29,330652,0,0.554,0.888,6,-5.844,0,0.0543,0.00537,0.541,0.161,0.0617,138.095,4,trance,0.5012333333333334
6wWLvArD6rxvPKuivA0AQR,"['Gloria Trevi', 'KAROL G']",Halloween 2022 Perreo Vol. 1,Hijoepu*#,0,188080,1,0.85,0.741,3,-4.26,0,0.15,0.0237,0.000189,0.102,0.913,92.986,4,latin,0.8346666666666667
32nw9Qc5rYjsPWGLy14Yh5,['Enrico Sangiuliano'],Astral Projection,Astral Projection,47,483960,0,0.798,0.738,6,-8.357,0,0.0606,0.0182,0.941,0.11,0.325,124.981,4,techno,0.6203333333333333
6NJQpFNkDCMaRBogIi9sOI,['The Jon Spencer Blues Explosion'],Orange,Bellbottoms,55,317986,0,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,4,punk-rock,0.5426666666666667
5cGipBquhoVjNn5U6XX61k,['Jer 柳應廷'],自毀的程序,自毀的程序,55,238972,0,0.432,0.552,0,-6.245,1,0.0313,0.468,0.0,0.157,0.43,135.033,4,cantopop,0.4713333333333333
03Bw46XAhNczTEJvT7jtzK,['Paul Cardall'],Hymns,The Release,21,203546,0,0.279,0.0509,0,-18.247,1,0.0371,0.981,0.945,0.11,0.0401,80.689,4,new-age,0.12333333333333334
1KQc37jezhunxnOPhvdwSG,['Em Beihold'],Egg in the Backseat,Numb Little Bug,66,169237,0,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,4,songwriter,0.6356666666666667
24ylIO48nRsdaONlM8l2HF,['Quantic'],The 5th Exotic,Time Is the Enemy,55,219880,0,0.183,0.85,1,-9.809,1,0.0384,0.00653,0.938,0.304,0.223,165.923,4,trip-hop,0.4186666666666667
1KmeyQfVjX1odybN9aEfWt,['Eluveitie'],Slania,Inis Mona,54,249240,0,0.43,0.991,2,-2.837,0,0.0916,0.000343,0.00249,0.416,0.276,107.031,4,death-metal,0.5656666666666667
4trEYmH1XLvRC6XNkPpOMK,['Cem Karaca'],"Ölümsüzler, Vol. 3",Dadaloğlu,34,278506,0,0.311,0.306,6,-22.672,0,0.0552,0.602,0.0248,0.121,0.392,92.322,4,psych-rock,0.3363333333333333
4KjlO4yts8Oe8slM4aeCBe,['Plaid'],Los,Los,11,290156,0,0.687,0.847,1,-9.404,0,0.0676,0.00779,0.821,0.102,0.227,192.019,3,idm,0.5870000000000001
